OfficeSymbols_2014\Clouds\Azure.svg, 2457, 1619, 65%
OfficeSymbols_2014\Devices\Device_Phone_VoIP.svg, 8294, 5392, 65%
OfficeSymbols_2014\Devices\Device_Printer.svg, 2394, 1346, 56%
OfficeSymbols_2014\Devices\Device_RoundTable.svg, 2290, 1412, 61%
OfficeSymbols_2014\Devices\Device_Stylus.svg, 2674, 1416, 52%
OfficeSymbols_2014\Devices\Device_Tablet_Android.svg, 1345, 559, 41%
OfficeSymbols_2014\Devices\Device_Tablet_iPad.svg, 959, 527, 54%
OfficeSymbols_2014\Devices\Device_Tablet_iPad_Mini.svg, 2127, 1089, 51%
OfficeSymbols_2014\Devices\Device_Tablet_Windows_7-inch.svg, 1741, 908, 52%
OfficeSymbols_2014\Devices\Device_Tablet_Windows_8.svg, 1489, 613, 41%
OfficeSymbols_2014\Devices\Device_TV.svg, 1937, 1111, 57%
OfficeSymbols_2014\Devices\Device_Update_Service.svg, 6428, 4688, 72%
OfficeSymbols_2014\Devices\Device_Webcam.svg, 3243, 1909, 58%
OfficeSymbols_2014\Devices\Device_Webcam_HD.svg, 4219, 2501, 59%
OfficeSymbols_2014\Devices\Hard_Disk.svg, 3419, 1995, 58%
OfficeSymbols_2014\Devices\IP-PBX.svg, 5443, 2808, 51%
OfficeSymbols_2014\Devices\IP_Gateway.svg, 5024, 2475, 49%
OfficeSymbols_2014\Devices\Load_Balancer.svg, 4468, 2417, 54%
OfficeSymbols_2014\Devices\Management_Console.svg, 1359, 755, 55%
OfficeSymbols_2014\Devices\Modem.svg, 1935, 1183, 61%
OfficeSymbols_2014\Devices\NIC.svg, 2446, 1247, 50%
OfficeSymbols_2014\Devices\Router.svg, 4390, 2415, 55%
OfficeSymbols_2014\Devices\Session_Border_Controller.svg, 3219, 1986, 61%
OfficeSymbols_2014\Devices\Shadowed_Router.svg, 5442, 3108, 57%
OfficeSymbols_2014\Devices\Switch.svg, 5133, 2634, 51%
OfficeSymbols_2014\Devices\Video_Camera.svg, 1814, 892, 49%
OfficeSymbols_2014\Devices\Video_Gateway.svg, 6910, 3262, 47%
OfficeSymbols_2014\Devices\Workstation.svg, 2809, 1695, 60%
OfficeSymbols_2014\Devices\Workstation_PC.svg, 3903, 2250, 57%
OfficeSymbols_2014\Devices\Workstation_Visual_Studio.svg, 3418, 2109, 61%
OfficeSymbols_2014\Security\Active_Directory.svg, 1426, 856, 60%
OfficeSymbols_2014\Security\Address_Book_Policies.svg, 7085, 4296, 60%
OfficeSymbols_2014\Security\Certificate.svg, 3104, 1871, 60%
OfficeSymbols_2014\Security\Credentials.svg, 3358, 2148, 63%
OfficeSymbols_2014\Security\Domain.svg, 1491, 610, 40%
OfficeSymbols_2014\Security\Email_Address_Policy.svg, 3361, 1885, 56%
OfficeSymbols_2014\Security\Federation_Service.svg, 5600, 4196, 74%
OfficeSymbols_2014\Security\Federation_Trust.svg, 3471, 2088, 60%
OfficeSymbols_2014\Security\IRM-Protected_Message.svg, 2449, 1251, 51%
OfficeSymbols_2014\Security\Key_Permissions-blue.svg, 1672, 793, 47%
OfficeSymbols_2014\Security\Key_Permissions-ghosted.svg, 10026, 5849, 58%
OfficeSymbols_2014\Security\Key_Permissions-green.svg, 1678, 796, 47%
OfficeSymbols_2014\Security\Key_Permissions-orange.svg, 1675, 796, 47%
OfficeSymbols_2014\Security\Key_Permissions.svg, 1678, 799, 47%
OfficeSymbols_2014\Security\lib-office-security-drawio.svg, 61854, 35372, 57%
OfficeSymbols_2014\Security\Lock_Protected-blue.svg, 1707, 836, 48%
OfficeSymbols_2014\Security\Lock_Protected-ghosted.svg, 7968, 4351, 54%
OfficeSymbols_2014\Security\Lock_Protected-green.svg, 1711, 840, 49%
OfficeSymbols_2014\Security\Lock_Protected-orange.svg, 1711, 840, 49%
OfficeSymbols_2014\Security\Lock_Protected.svg, 1707, 836, 48%
OfficeSymbols_2014\Security\Lock_Unprotected-blue.svg, 1699, 829, 48%
OfficeSymbols_2014\Security\Lock_Unprotected-ghosted.svg, 8169, 4439, 54%
OfficeSymbols_2014\Security\Lock_Unprotected-green.svg, 1698, 823, 48%
OfficeSymbols_2014\Security\Lock_Unprotected-orange.svg, 1699, 829, 48%
OfficeSymbols_2014\Security\Lock_Unprotected.svg, 1613, 839, 52%
OfficeSymbols_2014\Security\Lock_with_Key_Security-blue.svg, 2952, 1812, 61%
OfficeSymbols_2014\Security\Lock_with_Key_Security-ghosted.svg, 5427, 3123, 57%
OfficeSymbols_2014\Security\Lock_with_Key_Security-green.svg, 2955, 1815, 61%
OfficeSymbols_2014\Security\Lock_with_Key_Security-orange.svg, 2954, 1814, 61%
OfficeSymbols_2014\Security\Lock_with_Key_Security.svg, 2886, 1755, 60%
OfficeSymbols_2014\Security\Management_Role.svg, 2148, 1227, 57%
OfficeSymbols_2014\Security\Policy.svg, 2297, 1359, 59%
OfficeSymbols_2014\Security\Protected_Voice_Mail.svg, 3483, 2170, 62%
OfficeSymbols_2014\Security\Retention_Policy.svg, 4320, 2794, 64%
OfficeSymbols_2014\Security\Retention_Policy_Tag.svg, 3383, 2092, 61%
OfficeSymbols_2014\Security\Role_Assignment_Policy.svg, 3734, 2233, 59%
OfficeSymbols_2014\Security\Role_Group.svg, 6112, 4009, 65%
OfficeSymbols_2014\Security\Secure_Messaging.svg, 2826, 1551, 54%
OfficeSymbols_2014\Security\Security_Access_Portal.svg, 3808, 2608, 68%
OfficeSymbols_2014\Security\Sharing_Policy.svg, 4251, 2660, 62%
OfficeSymbols_2014\Security\Split-Domain_User.svg, 7920, 4416, 55%
OfficeSymbols_2014\Security\Token.svg, 1153, 729, 63%
OfficeSymbols_2014\Security\Token_Service.svg, 5515, 4167, 75%
OfficeSymbols_2014\Security\Trusted_Application_Server.svg, 2548, 1437, 56%
OfficeSymbols_2014\Security\UM_Mailbox_Policy.svg, 4689, 3354, 71%
OfficeSymbols_2014\Security\Universal_Security_Group.svg, 6548, 4482, 68%
OfficeSymbols_2014\Servers\3rd-Party_Mail_Server.svg, 5064, 2979, 58%
OfficeSymbols_2014\Servers\Active_Directory_Federation_Services_Proxy.svg, 3548, 2169, 61%
OfficeSymbols_2014\Servers\Active_Directory_Federation_Services_Server-blue.svg, 3047, 1925, 63%
OfficeSymbols_2014\Servers\Active_Directory_Federation_Services_Server-ghosted.svg, 6930, 4166, 60%
OfficeSymbols_2014\Servers\Active_Directory_Federation_Services_Server-green.svg, 3050, 1928, 63%
OfficeSymbols_2014\Servers\Active_Directory_Federation_Services_Server-orange.svg, 3050, 1928, 63%
OfficeSymbols_2014\Servers\Active_Directory_Federation_Services_Server.svg, 1743, 1041, 59%
OfficeSymbols_2014\Servers\Application_Server-blue.svg, 3006, 1601, 53%
OfficeSymbols_2014\Servers\Application_Server-ghosted.svg, 7653, 3977, 51%
OfficeSymbols_2014\Servers\Application_Server-green.svg, 3012, 1604, 53%
OfficeSymbols_2014\Servers\Application_Server-orange.svg, 3012, 1604, 53%
OfficeSymbols_2014\Servers\Application_Server.svg, 2785, 1506, 54%
OfficeSymbols_2014\Servers\Call_Admission_Control_Service.svg, 5956, 4143, 69%
OfficeSymbols_2014\Servers\Certificate_Authority.svg, 3744, 2228, 59%
OfficeSymbols_2014\Servers\Cluster_Server-ghosted.svg, 17209, 8823, 51%
OfficeSymbols_2014\Servers\Cluster_Server.svg, 2808, 1518, 54%
OfficeSymbols_2014\Servers\Cluster_Server_-blue.svg, 2949, 1542, 52%
OfficeSymbols_2014\Servers\Cluster_Server_-green.svg, 2954, 1547, 52%
OfficeSymbols_2014\Servers\Cluster_Server_-orange.svg, 2948, 1541, 52%
OfficeSymbols_2014\Servers\Database_Server-blue.svg, 2623, 1397, 53%
OfficeSymbols_2014\Servers\Database_Server-ghosted.svg, 6125, 3463, 56%
OfficeSymbols_2014\Servers\Database_Server-green.svg, 2619, 1393, 53%
OfficeSymbols_2014\Servers\Database_Server-orange.svg, 2623, 1397, 53%
OfficeSymbols_2014\Servers\Database_Server.svg, 2446, 1330, 54%
OfficeSymbols_2014\Servers\Datacenter.svg, 7065, 3298, 46%
OfficeSymbols_2014\Servers\DirSync_Server.svg, 3594, 1939, 53%
OfficeSymbols_2014\Servers\Domain_Controller.svg, 2268, 1255, 55%
OfficeSymbols_2014\Servers\Exchange_2010_Client_Access_Server_Role.svg, 6513, 4214, 64%
OfficeSymbols_2014\Servers\Exchange_2010_Edge_Transport_Server_Role.svg, 5488, 3534, 64%
OfficeSymbols_2014\Servers\Exchange_2010_Hub_Transport_Server_Role.svg, 5848, 3604, 61%
OfficeSymbols_2014\Servers\Exchange_2010_Mailbox_Server_Role.svg, 5958, 3780, 63%
OfficeSymbols_2014\Servers\Exchange_2010_UM_Server_Role.svg, 7301, 5142, 70%
OfficeSymbols_2014\Servers\Exchange_2013_Client_Access_Server.svg, 5691, 3649, 64%
OfficeSymbols_2014\Servers\Exchange_2013_Edge_Transport_Server.svg, 4438, 2879, 64%
OfficeSymbols_2014\Servers\Exchange_2013_Mailbox_Server.svg, 5190, 3261, 62%
OfficeSymbols_2014\Servers\Exchange_2013_Server.svg, 3769, 2480, 65%
OfficeSymbols_2014\Servers\File_Server.svg, 2557, 1348, 52%
OfficeSymbols_2014\Servers\Hybrid_Server.svg, 3711, 2338, 63%
OfficeSymbols_2014\Servers\lib-office-servers-drawio.svg, 218090, 109575, 50%
OfficeSymbols_2014\Servers\Mainframe.svg, 2944, 1548, 52%
OfficeSymbols_2014\Servers\Mainframe_Host.svg, 2455, 1251, 50%
OfficeSymbols_2014\Servers\Monitoring_SQL_Reporting_Services.svg, 6340, 4580, 72%
OfficeSymbols_2014\Servers\Network.svg, 2628, 1321, 50%
OfficeSymbols_2014\Servers\Office_Web_Apps_Server.svg, 2163, 1147, 53%
OfficeSymbols_2014\Servers\On-premises_Server.svg, 2453, 1415, 57%
OfficeSymbols_2014\Servers\Physical_Host-solid_blue.svg, 1413, 528, 37%
OfficeSymbols_2014\Servers\Physical_Host_Farm-solid_blue.svg, 2216, 1334, 60%
OfficeSymbols_2014\Servers\Reverse_Proxy.svg, 2340, 1234, 52%
OfficeSymbols_2014\Servers\SCOM.svg, 3821, 2278, 59%
OfficeSymbols_2014\Servers\Server-side_Code.svg, 3154, 1601, 50%
OfficeSymbols_2014\Servers\Server_Disaster.svg, 2748, 1510, 54%
OfficeSymbols_2014\Servers\Server_Farm-blue.svg, 2195, 1335, 60%
OfficeSymbols_2014\Servers\Server_Farm-ghosted.svg, 18425, 9856, 53%
OfficeSymbols_2014\Servers\Server_Farm-green.svg, 2195, 1335, 60%
OfficeSymbols_2014\Servers\Server_Farm-orange.svg, 2195, 1335, 60%
OfficeSymbols_2014\Servers\Server_Farm.svg, 4572, 2390, 52%
OfficeSymbols_2014\Servers\Server_Generic-blue.svg, 1416, 531, 37%
OfficeSymbols_2014\Servers\Server_Generic-ghosted.svg, 7628, 3878, 50%
OfficeSymbols_2014\Servers\Server_Generic-green.svg, 1416, 531, 37%
OfficeSymbols_2014\Servers\Server_Generic-orange.svg, 1414, 519, 36%
OfficeSymbols_2014\Servers\Server_Generic.svg, 1413, 528, 37%
OfficeSymbols_2014\Servers\SharePoint_Server.svg, 3485, 2280, 65%
OfficeSymbols_2014\Servers\Skype_for_Business_Back-End_Server.svg, 4658, 2951, 63%
OfficeSymbols_2014\Servers\Skype_for_Business_Back-End_Server_Mirror.svg, 5180, 3306, 63%
OfficeSymbols_2014\Servers\Skype_for_Business_Director.svg, 4455, 2861, 64%
OfficeSymbols_2014\Servers\Skype_for_Business_Director_Array.svg, 5004, 3232, 64%
OfficeSymbols_2014\Servers\Skype_for_Business_Edge_Server.svg, 4222, 2733, 64%
OfficeSymbols_2014\Servers\Skype_for_Business_Edge_Server_Pool.svg, 4969, 3191, 64%
OfficeSymbols_2014\Servers\Skype_for_Business_Front-End_Pool.svg, 5214, 3387, 64%
OfficeSymbols_2014\Servers\Skype_for_Business_Front-End_Server.svg, 4594, 2953, 64%
OfficeSymbols_2014\Servers\Skype_for_Business_Mediation_Server.svg, 6152, 4422, 71%
OfficeSymbols_2014\Servers\Skype_for_Business_Monitoring_Server.svg, 5297, 3351, 63%
OfficeSymbols_2014\Servers\Skype_for_Business_Persistent_Chat_Server.svg, 8288, 5546, 66%
OfficeSymbols_2014\Servers\Skype_for_Business_Server.svg, 3598, 2384, 66%
OfficeSymbols_2014\Servers\SQL_Server.svg, 3774, 2166, 57%
OfficeSymbols_2014\Servers\Survivable_Branch_Appliance.svg, 2854, 1547, 54%
OfficeSymbols_2014\Servers\Survivable_Branch_Server.svg, 3339, 1811, 54%
OfficeSymbols_2014\Servers\Topology_Builder.svg, 10781, 6518, 60%
OfficeSymbols_2014\Servers\Trusted_Application_Pool.svg, 3205, 1802, 56%
OfficeSymbols_2014\Servers\Trusted_Application_Server.svg, 2563, 1443, 56%
OfficeSymbols_2014\Servers\Tunnel_Angled.svg, 2052, 1112, 54%
OfficeSymbols_2014\Servers\Tunnel_Straight.svg, 1856, 924, 49%
OfficeSymbols_2014\Servers\Video_Interop_Server.svg, 8694, 5935, 68%
OfficeSymbols_2014\Servers\Virtual_Application_Server-blue.svg, 9246, 4824, 52%
OfficeSymbols_2014\Servers\Virtual_Application_Server.svg, 9744, 4959, 50%
OfficeSymbols_2014\Servers\Virtual_Database_Server-blue.svg, 8882, 4627, 52%
OfficeSymbols_2014\Servers\Virtual_Database_Server.svg, 9350, 4761, 50%
OfficeSymbols_2014\Servers\Virtual_Server-blue.svg, 8059, 4115, 51%
OfficeSymbols_2014\Servers\Virtual_Server.svg, 8316, 4210, 50%
OfficeSymbols_2014\Servers\Virtual_Web_server-blue.svg, 12680, 6870, 54%
OfficeSymbols_2014\Servers\Virtual_Web_server.svg, 13150, 6968, 52%
OfficeSymbols_2014\Servers\Voicemail_Preview_Partner.svg, 3119, 1916, 61%
OfficeSymbols_2014\Servers\Web_Server-blue.svg, 6288, 3682, 58%
OfficeSymbols_2014\Servers\Web_Server-ghosted.svg, 16398, 9568, 58%
OfficeSymbols_2014\Servers\Web_Server-green.svg, 6290, 3684, 58%
OfficeSymbols_2014\Servers\Web_Server-orange.svg, 6294, 3688, 58%
OfficeSymbols_2014\Servers\Web_Server.svg, 3048, 1942, 63%
OfficeSymbols_2014\Servers\Windows_Router.svg, 4527, 2385, 52%
OfficeSymbols_2014\Servers\Windows_Server.svg, 2817, 1410, 50%
OfficeSymbols_2014\Services\3rd_Party_Service.svg, 6904, 5140, 74%
OfficeSymbols_2014\Services\Access_Services.svg, 6099, 4859, 79%
OfficeSymbols_2014\Services\Business_Connectivity_Services.svg, 3532, 2055, 58%
OfficeSymbols_2014\Services\Call_Admission_Control_Service.svg, 5898, 4110, 69%
OfficeSymbols_2014\Services\Central_Management_Service.svg, 4800, 3592, 74%
OfficeSymbols_2014\Services\Conference_Announcement_Service.svg, 6784, 4890, 72%
OfficeSymbols_2014\Services\Device_Update_Service.svg, 6406, 4680, 73%
OfficeSymbols_2014\Services\Email_Service.svg, 4895, 3616, 73%
OfficeSymbols_2014\Services\Excel_Services.svg, 8075, 5576, 69%
OfficeSymbols_2014\Services\Federation_Service.svg, 5600, 4177, 74%
OfficeSymbols_2014\Services\lib-office-services-drawio.svg, 80310, 46566, 57%
OfficeSymbols_2014\Services\Lync_Storage_Service.svg, 6465, 4898, 75%
OfficeSymbols_2014\Services\Lync_Web_App_Client.svg, 7990, 5168, 64%
OfficeSymbols_2014\Services\Mobility_Service.svg, 4568, 3538, 77%
OfficeSymbols_2014\Services\Network_File_Share_Service.svg, 4610, 3501, 75%
OfficeSymbols_2014\Services\Online_Hosted_Services.svg, 9362, 6364, 67%
OfficeSymbols_2014\Services\Outlook_Web_App.svg, 7803, 4659, 59%
OfficeSymbols_2014\Services\PowerPoint_Automation_Services.svg, 6934, 5108, 73%
OfficeSymbols_2014\Services\Push_Notification_Service.svg, 5492, 4065, 74%
OfficeSymbols_2014\Services\Registrar_Service.svg, 6467, 4767, 73%
OfficeSymbols_2014\Services\Response_Group_Service.svg, 6201, 4670, 75%
OfficeSymbols_2014\Services\Service.svg, 6175, 2937, 47%
OfficeSymbols_2014\Services\Skype_for_Business_Storage_Service.svg, 6588, 5128, 77%
OfficeSymbols_2014\Services\User_Services.svg, 5325, 4191, 78%
OfficeSymbols_2014\Services\Verification_Service.svg, 5200, 4076, 78%
OfficeSymbols_2014\Services\Visio_Services.svg, 6792, 5155, 75%
OfficeSymbols_2014\Services\Web_Services.svg, 8616, 6010, 69%
OfficeSymbols_2014\Services\Word_Automation_Services.svg, 7084, 5021, 70%
OfficeSymbols_2014\Services\XMPP_Service.svg, 6321, 4655, 73%
OfficeSymbols_2014\Sites\Access_Services.svg, 5920, 4883, 82%
OfficeSymbols_2014\Sites\Blog_Site.svg, 2915, 1824, 62%
OfficeSymbols_2014\Sites\Business_Connectivity_Services.svg, 3267, 2041, 62%
OfficeSymbols_2014\Sites\Excel_Services.svg, 7665, 5605, 73%
OfficeSymbols_2014\Sites\lib-office-sites-drawio.svg, 42771, 22557, 52%
OfficeSymbols_2014\Sites\Meeting_Workspace_Site.svg, 6542, 4819, 73%
OfficeSymbols_2014\Sites\My_Site.svg, 3931, 2439, 62%
OfficeSymbols_2014\Sites\PowerPoint_Automation_Services.svg, 6637, 5129, 77%
OfficeSymbols_2014\Sites\Publish.svg, 4145, 2291, 55%
OfficeSymbols_2014\Sites\Site_Collection.svg, 1700, 773, 45%
OfficeSymbols_2014\Sites\Site_Shared.svg, 4212, 2657, 63%
OfficeSymbols_2014\Sites\Site_Team.svg, 4232, 3032, 71%
OfficeSymbols_2014\Sites\Subsite-blue.svg, 1906, 1134, 59%
OfficeSymbols_2014\Sites\Subsite-ghosted.svg, 15019, 8414, 56%
OfficeSymbols_2014\Sites\Subsite-green.svg, 1912, 1137, 59%
OfficeSymbols_2014\Sites\Subsite-orange.svg, 1912, 1137, 59%
OfficeSymbols_2014\Sites\Subsite.svg, 1900, 1131, 59%
OfficeSymbols_2014\Sites\Upgrade_Site.svg, 3844, 2134, 55%
OfficeSymbols_2014\Sites\Visio_Services.svg, 6511, 5141, 78%
OfficeSymbols_2014\Sites\Website.svg, 6738, 4127, 61%
OfficeSymbols_2014\Sites\Website_Public.svg, 8178, 5529, 67%
OfficeSymbols_2014\Sites\Wiki_Site.svg, 4113, 2402, 58%
OfficeSymbols_2014\Sites\Word_Automation_Services.svg, 6733, 5026, 74%
OfficeSymbols_2014\Users\Administrator.svg, 1039, 1005, 96%
OfficeSymbols_2014\Users\Approver.svg, 4491, 3010, 67%
OfficeSymbols_2014\Users\Call_Center_Agent.svg, 1386, 1351, 97%
OfficeSymbols_2014\Users\Communications.svg, 3348, 2155, 64%
OfficeSymbols_2014\Users\Conferencing_Attendant.svg, 7072, 4918, 69%
OfficeSymbols_2014\Users\Credentials.svg, 3393, 2188, 64%
OfficeSymbols_2014\Users\CSV_File.svg, 3729, 2428, 65%
OfficeSymbols_2014\Users\Distribution_Group.svg, 6137, 3761, 61%
OfficeSymbols_2014\Users\Dynamic_Distribution_Group.svg, 6292, 3992, 63%
OfficeSymbols_2014\Users\lib-office-users-drawio.svg, 65040, 38190, 58%
OfficeSymbols_2014\Users\Mail_User.svg, 3737, 2177, 58%
OfficeSymbols_2014\Users\Meeting.svg, 7069, 5029, 71%
OfficeSymbols_2014\Users\Mobile_User.svg, 750, 717, 95%
OfficeSymbols_2014\Users\On-Premises_User.svg, 3193, 2051, 64%
OfficeSymbols_2014\Users\Online_User.svg, 3677, 2568, 69%
OfficeSymbols_2014\Users\Outlook_User.svg, 3520, 2316, 65%
OfficeSymbols_2014\Users\Response_Group.svg, 6201, 4670, 75%
OfficeSymbols_2014\Users\Response_Group_Service.svg, 6201, 4670, 75%
OfficeSymbols_2014\Users\Role_Group.svg, 6125, 4022, 65%
OfficeSymbols_2014\Users\Skype_Commercial_User.svg, 4142, 2834, 68%
OfficeSymbols_2014\Users\Skype_for_Business_User.svg, 4441, 3136, 70%
OfficeSymbols_2014\Users\Tenant_Admin.svg, 3602, 2378, 66%
OfficeSymbols_2014\Users\UM-Enabled_User.svg, 4871, 3633, 74%
OfficeSymbols_2014\Users\Universal_Security_Group.svg, 6546, 4480, 68%
OfficeSymbols_2014\Users\User-blue.svg, 2392, 1545, 64%
OfficeSymbols_2014\Users\User-ghosted.svg, 7809, 4611, 59%
OfficeSymbols_2014\Users\User-green.svg, 2391, 1544, 64%
OfficeSymbols_2014\Users\User-orange.svg, 2394, 1547, 64%
OfficeSymbols_2014\Users\User.svg, 551, 518, 94%
OfficeSymbols_2014\Users\Users-blue.svg, 6405, 4417, 68%
OfficeSymbols_2014\Users\Users-ghosted.svg, 15944, 9969, 62%
OfficeSymbols_2014\Users\Users-green.svg, 6408, 4420, 68%
OfficeSymbols_2014\Users\Users-orange.svg, 6405, 4417, 68%
OfficeSymbols_2014\Users\Users.svg, 1839, 1192, 64%
OfficeSymbols_2014\Users\Users_Two-blue.svg, 4629, 3115, 67%
OfficeSymbols_2014\Users\Users_Two-ghosted.svg, 12618, 7707, 61%
OfficeSymbols_2014\Users\Users_Two-green.svg, 4629, 3115, 67%
OfficeSymbols_2014\Users\Users_Two-orange.svg, 4627, 3113, 67%
OfficeSymbols_2014\Users\Users_Two.svg, 4628, 3112, 67%
OfficeSymbols_2014\Users\User_Accounts.svg, 5601, 3270, 58%
OfficeSymbols_2014\Users\User_driver.svg, 4619, 2011, 43%
OfficeSymbols_2014\Users\User_External.svg, 3049, 1939, 63%
OfficeSymbols_2014\Users\User_ghosted.svg, 1030, 648, 62%
OfficeSymbols_2014\Users\User_Services.svg, 5328, 4194, 78%
OfficeSymbols_2014\Users\User_Store.svg, 3429, 2116, 61%
OfficeSymbols_2014\Users\Writer.svg, 3356, 2248, 66%